base_spirits,name,url,name_words,description,image,ingredients,Length
['rum'],navy grog,https://www.thespruceeats.com/navy-grog-recipe-760472,"['navy', 'grog']","Navy grog is one of those cocktails that has so many variations that you would be lucky to find two recipes that match. The likely reason is that there are quite a few ingredients in this drink. As it was passed from bartender to bartender, things were missed, added, misinterpreted, or simply personalized. The drink began exactly as it sounds, as a refreshment for British sailors. It was a way to enhance and preserve the water they stored on the ship and get vitamins to fight diseases such as scurvy. This grog dates to the mid-1700s and was typically a mix of rum, water, honey or molasses, lemon, and cinnamon. It was served either hot or cold. The Navy grog recipes that are most familiar today stem from the tiki movement, which began in the 1940s. It is said that Don Beach was the first to mix it up. Trader Vic's has a claim on the cocktail's conception as well. Both of their recipes are featured here, with Don the Beachcomber's being this first listing. Try each to see which you like best.",https://www.thespruceeats.com/thmb/snyURuaxYhBQHXBiQl-nb7v6NJA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/NavyGrogCocktail-565092779-577437e33df78cb62c3c37fd.jpg,"['1 ounce white rum', '1 ounce demerara rum', '1 ounce dark rum', '3/4 ounce lime juice', '3/4 ounce white grapefruit juice', '1 ounce honey syrup', '2 ounces club soda (or enough to fill)', 'Garnish: 1 orange slice', 'Garnish: 1 cherry']",9
['gin'],negroni,https://www.thespruceeats.com/negroni-cocktail-recipe-759327,['negroni'],"When it comes to a classic drink to enjoy before a meal, few will satisfy your palate quite like the famous Negroni. It is a simple and sophisticated aperitif featuring gin and Campari and you will find it to be the perfect addition to your next dinner party. Campari can be an acquired taste that some people will love while others will not. The nice thing about this cocktail is that the sweet vermouth offsets some of the bitterness of the Italian spirit. This also makes the Negroni a nice drink to use when training your taste buds to enjoy bitter aperitifs. The Negroni is very easy to mix up and there are no special tricks to making it taste great. While it's typically stirred, it can also be shaken, strained, and served in a cocktail glass with a lemon twist. This can make it just a little more refreshing and,  whether shaken or stirred, it's a great way to start off any meal.",https://www.thespruceeats.com/thmb/B1hnqvDlSlbXXKVHzZDpRC1NXUw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/negroni-cocktail-recipe-759327-6-5b3f965b46e0fb00364f8d61.jpg,"['1 ounce sweet vermouth', '1 ounce Campari', '1 ounce gin', 'Garnish: orange slice or twist']",4
['rum'],nevada cocktail,https://www.thespruceeats.com/nevada-cocktail-recipe-759751,"['nevada', 'cocktail']","Few rum cocktails are as easy and refreshing as the Nevada cocktail. If you're a fan of grapefruit cocktails, it's a fantastic choice. You can even think of it as an enhanced greyhound served in a pretty package for rum drinkers. The recipe's been around for a long time. It's a simple mix of rum and grapefruit juice with a hint of lime and a touch of sugar and bitters. Each of the ingredients comes with a few options and the proportions are often tweaked. With a little experimentation, you're sure to find the perfect combination and be able to recreate your ideal Nevada cocktail for anyone who stops by for a visit.",https://www.thespruceeats.com/thmb/OjQqNdc68JJIRf1Sr9yyxidBdqM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Nevada-Cocktail-56a171b35f9b58b7d0bf571e.jpg,"['1 1/2 ounces light rum', '1 1/2 ounces grapefruit juice', '1 ounce lime juice', '2 teaspoons superfine sugar', 'Dash bitters', 'Garnish: lime wedge']",6
['vodka'],new england sour,https://www.thespruceeats.com/new-england-sour-recipe-759072,"['new', 'england', 'sour']","Sweet maple syrup, top-shelf vodka, and tart grapefruit juice combine to create the very interesting New England sour. It's a simple cocktail recipe with a fascinating flavor that you simply have to experience for yourself. If you enjoy a whiskey sour, you're going to appreciate this fun and simple twist on the classic. The cocktail was created at Bounce Sporting Club in New York City for one of the New England Patriots' many Super Bowl appearances. It mixes up quickly and is a great pour-and-serve drink that really is perfect for game day parties. There's no need to fear that you'll be stuck mixing drinks in the kitchen and miss the action with this one. You could even mix up a full pitcher and let a house full of guests help themselves.",https://www.thespruceeats.com/thmb/0KIxNfkFJHzJuAdXFDdOUjkZwQI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/NewEnglandSour-GettyImages-557693031-58330b283df78c6f6a5675f1.jpg,"['2 ounces vodka (Stoli Elit)', '1/2 ounce maple syrup', '4 ounces grapefruit juice', '2 dashes Angostura Bitters', 'Garnish: lemon wedge']",5
['whiskey'],new old-fashioned,https://www.thespruceeats.com/new-recipe-for-old-fashioned-761479,"['new', 'old-fashioned']","One of the best bourbon cocktails of all time is the Old-fashioned, there is no debating that. What if you are in the mood for something just a little bit different? That is where the New Old-fashioned comes into play. The true beauty of popular stick drinks like the Old-fashioned, Mojito, and Caipirinha is that the base can be  an inspiration for a great variety of drinks. The only thing that you really have to do is switch out the muddled fruit and an entirely different cocktail is born. That is the case with this recipe in which the orange and cherry are swapped out for fresh peach and blackberry. These two summer fruits make the New Old-fashioned the ideal warm weather drink and will be best during the summer season. Don't let that stop you, however, use this as an inspiration to search the produce market for other ways to make your New Old-fashioned truly unique no matter what time of year it is. There are even a few examples below the recipe to get you started.",https://www.thespruceeats.com/thmb/k1mrGvs_5ex48hK1DGtpXFWzljA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/NewOldFashioned-GettyImages-81569674-56a174dd3df78cf7726ace4c.jpg,"['1 tablespoon simple syrup', '5 dashes of bitters', '2 1/2 ounces bourbon (Woodford Reserve Bourbon Whiskey)', '2 peach slices', '2 blackberries', 'Splash sparkling water']",6
['gin'],new orleans fizz,https://www.thespruceeats.com/new-orleans-fizz-recipe-759326,"['new', 'orleans', 'fizz']","Also known as a Ramos Fizz, the New Orleans Fizz was created in the late 1800's by Henry C. Ramos in New Orleans. The cocktail became so popular that by the 1915 Mardi Gras celebration Ramos' 35 ""shaker boys"" could not keep up with demand. This classic cocktail is one to add to your  list of drinks to know, but remember to shake it really well to ensure the egg is completely mixed. In fact, your best fizz comes from shaking until it hurts. If a straw can stand up straight in your New Orleans, then you have shaken it properly.",https://www.thespruceeats.com/thmb/-mCt2ZlxE-s8UvFeg2wcb0S_VhI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/fizz-5a8f3492c06471003747315a.jpg,"['1 1/2 ounces gin', '1/2 ounce lime juice', '1/2 ounce lemon juice', '1 1/4 ounces simple syrup', '2 ounces milk, half & half, or cream', '1 small egg white', ""2 dashes fleurs d'orange (orange flower water)"", '1 ounce club soda (more or less to taste)']",8
['whiskey'],new york cocktail,https://www.thespruceeats.com/new-york-cocktail-recipe-759752,"['new', 'york', 'cocktail']","The New York Cocktail is a classic drink and the simple mix is one that a broad spectrum of drinkers will enjoy. It is similar to a Whiskey Sour, though this recipe adds the sweetness of grenadine to balance out some of the tartness. The choice of whiskey is open to interpretation. Originally, blended whiskey was used, but there are many great options available today.",https://www.thespruceeats.com/thmb/ZWXWr2rEXSOG0EY6B4_6KJEiqyc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Martinez_Cocktail-58d8bf973df78c5162804f96.jpg,"['2 ounces blended whiskey', '1 ounce lemon juice', '1 teaspoon superfine sugar', '1/2 teaspoon grenadine', 'Garnish: lemon twist']",5
['brandy'],night cap,https://www.thespruceeats.com/night-cap-cocktail-recipe-759404,"['night', 'cap']","The Night Cap is another fun find from in W.C. Whitfield's 1939 Just Cocktails bartending guide. It is very simple to remember: equal parts brandy, anisette, and curacao with an egg yolk. The mix of flavors is quite intriguing and very fitting for a cocktail from that era. Anisette is called for in the original recipe, though many of us do not keep it in stock, so you can use any of the other anise-flavored liqueurs such as absinthe in its place.",https://www.thespruceeats.com/thmb/sVs9L5yvEUMrWy0455LCcTYTCXA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/NightcapCocktail-162754691-56a173383df78cf7726abf0b.jpg,"['1 ounce brandy', '1 ounce anisette (or another anise liqueur, such as absinthe)', '1 ounce curacao liqueur', '1 egg yolk']",4
['peach liqueur'],norina,https://www.thespruceeats.com/norina-apertif-recipe-759745,['norina'],"It's so simple and just a little ""peachy"" which is why you'll fall for this delightful vermouth cocktail called the Norina. This simple aperitif adds a dry, herbal punch to a sweet peach liqueur. It's a very lovely mixture that is complex in flavor while keeping the drink incredibly simple. Just as in any of the vermouth drinks (or any drink for that matter) the ingredients are going to make or break it. Vermouth is one of those that is often overlooked as far as quality goes and Cinzano Extra Dry is perfect for this cocktail. It comes from one of the best mid-range lines of vermouth and they're a great choice for everyday drinking. Pair it with a nice peach liqueur and you'll have an ideal complement to any meal.",https://www.thespruceeats.com/thmb/DZWSFuyWZG2zeyTBU9ZFxhxrhJA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Norina-121841749-56a173f23df78cf7726ac528.jpg,"['1 1/2 ounces dry vermouth (Cinzano Extra Dry)', '1 1/2 ounces peach liqueur', 'Garnish: lemon twist']",3
['whiskey'],northern lights,https://www.thespruceeats.com/northern-lights-cocktail-761478,"['northern', 'lights']","The Northern Lights is a wonderful whiskey cocktail that is itself cold but has a delightful warming sensation. This makes it versatile for every season: enjoy it on cold nights to take the chill out or hot summer days to cool down. The recipe is simple and mixes the honey liqueur, Yukon Jack, with peach schnapps and cranberry and orange juices, making it a very easy and inexpensive drink. The flavor combination is like fruity candy and it is delicious.",https://www.thespruceeats.com/thmb/J2VcChAAgFAvJrdF0cESQwVcR9U=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Northern-Lights-57445cc35f9b58723d13101b.jpg,"['2 ounces Yukon Jack Liqueur', 'Dash of peach schnapps', '2 ounces orange juice', '2 ounces cranberry juice']",4
"['chambord', 'frangelico']",nuts and berries,https://www.thespruceeats.com/nuts-and-berries-frangelico-and-chambord-759749,"['nuts', 'and', 'berries']","The aptly named Nuts and Berries cocktail is a delightful and rich drink, and it's easy to make. The ""nuts"" come from Frangelico and the ""berries"" from Chambord. It is the same delicious combination found in the popular PB&J shooter (sometimes also called ""Nuts and Berries""). The sweet mix is topped with your choice of cream or milk, and the result is quite charming. It's so nice, in fact, that this drink was extremely popular at one time. It has lost a bit of that glory, but it remains a tasty and easy cocktail.",https://www.thespruceeats.com/thmb/Bv3wZ9lj0IRVaFwhUh8WolRvJ_4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/NutsBerries-90041901-56a1722b3df78cf7726ab739.jpg,"['1 1/2 ounces Frangelico', '1 1/2 ounces Chambord', '3 ounces milk (or cream)']",3
['frangelico'],nutty irishman,https://www.thespruceeats.com/4-recipes-for-the-popular-nutty-irishman-drink-759747,"['nutty', 'irishman']","The Nutty Irishman is a tasty and very popular drink that can be made in a variety of ways. Whether you are in the mood for a layered party shot, a smooth and creamy sipper, or some spiked coffee, this is a delicious, easy, and versatile mixed drink. Among all of the Nutty Irishman recipes available, there are two common elements: Frangelico and Irish cream. From there, some recipes add the kick of Irish whiskey while others prefer hot coffee. The key to any good nutty Irishman, though, is that perfect pairing of nuts and cream. Each of these drinks can be mixed up quickly. Serve them at a St. Patrick's Day party or simply enjoy one on your own. No matter which way you take it, the Nutty Irishman is a winner!",https://www.thespruceeats.com/thmb/5dXhz4yKq_9UOGhTrvKj4wk2d04=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/_4-recipes-for-the-popular-nutty-irishman-drink-759747-hero-2-5bd31dbec9e77c0058827d11.jpg,"['3/4 ounce Irish cream liqueur', '3/4 ounce hazelnut liqueur (Frangelico)']",2
['vodka'],nutty martini,https://www.thespruceeats.com/nutty-martini-recipe-759750,"['nutty', 'martini']","The nutty martini is a sweet and delicious dessert martini. It is very simple and requires just three common ingredients. The recipe is also very popular, making an appearance on nearly every well-rounded bar menu. With that prestige, you can rest assured that this cocktail is sure to be a crowd-pleaser at your party. The ""nutty"" aspect in this vodka martini comes from Frangelico, a hazelnut-flavored liqueur that also has hints of coffee, cocoa, and vanilla. Since vodka and simple syrup are the only other ingredients--and both are virtually flavorless--the Frangelico gets to shine in all its glory. The nutty martini really is one of the best cocktails to show off the sweet liqueur that comes in the unmistakable monk-shaped bottle.",https://www.thespruceeats.com/thmb/qFrWACSK6vDD2tjBoBSzF0ycpS8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Nutty-Martini-5b5f5214c9e77c0050bd3534.jpg,"['2 ounces vodka', '3/4 ounce Frangelico', '1 teaspoon simple syrup']",3
